train_seed_vqgan,method_vqgan,beta_vqgan,source_index,label_vqgan,full_rmse_vqgan,centered_rmse_vqgan,psnr_vqgan,ssim_vqgan,lpips_vqgan,rapsd_vqgan,edge_sharpness_vqgan,relmeaserr_vqgan,source_vqgan,projection_norm_vqgan,pre_audit_rel_vqgan,top1_vqgan,top5_vqgan,entropy_vqgan,latent_l1_vqgan,kid_group_vqgan,train_seed_vqae,method_vqae,beta_vqae,label_vqae,full_rmse_vqae,centered_rmse_vqae,psnr_vqae,ssim_vqae,lpips_vqae,rapsd_vqae,edge_sharpness_vqae,relmeaserr_vqae,source_vqae,projection_norm_vqae,pre_audit_rel_vqae,top1_vqae,top5_vqae,entropy_vqae,latent_l1_vqae,kid_group_vqae,seed,vqae_beta,vqgan_beta
0,vqgan_refiner_nullblend,0.5,21268,-1,0.1044882759451866,0.1044870913028717,19.618648732294083,0.6181198296036935,0.2143376171588897,0.0043815097007059,0.0821767002344131,1.9584207677780801e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.1041738539934158,0.1041725948452949,19.644825369527595,0.6100942334321561,0.2337938845157623,0.0025852993069435,0.0817658975720405,2.1380101600243506e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21269,-1,0.0595429465174675,0.059534665197134,24.503393556831167,0.7397399233859288,0.1847407519817352,0.0043040334081924,0.0615495108067989,1.8702912996104717e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0612411573529243,0.0612370818853378,24.25913220949539,0.7374404289539046,0.2352009415626526,0.0031472916082197,0.0570907890796661,2.520453676879697e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21270,-1,0.092114083468914,0.092114083468914,20.713479295033576,0.5700033684915644,0.309942364692688,0.0039016130676604,0.0598207935690879,2.043656337491484e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.088377445936203,0.088377445936203,21.073171069695192,0.6148552069032546,0.286262571811676,0.0039128618055576,0.050253227353096,2.333113684471755e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21271,-1,0.0439218431711196,0.0439218208193779,27.14638886193785,0.7000365807893814,0.2598441243171692,0.0016029935653177,0.0348103940486907,2.1072739286864817e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0429695807397365,0.0429695770144462,27.336777675359496,0.7151237714628154,0.3035955429077148,0.0014023038870319,0.032215479761362,1.9893467140263965e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21272,-1,0.0815517008304596,0.0811592862010002,21.77133953892892,0.6996340502290327,0.1689255386590957,0.0008994874242807,0.0445833280682563,2.844498965259845e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0719309449195861,0.0716398805379867,22.86168469119916,0.743587998182742,0.1588929891586303,0.000470141804844,0.0424697883427143,2.263808340785545e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21273,-1,0.0697648152709007,0.0697648227214813,23.12727102784896,0.6389047249005615,0.1971299946308136,0.0013825372418109,0.0552976317703723,3.1481442874792265e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.064751848578453,0.064751848578453,23.77495657089202,0.6693208647499306,0.4518316984176636,0.0013691998676255,0.0463897809386253,3.475491041626811e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21274,-1,0.0710723027586937,0.0710723027586937,22.965992261802267,0.4340765753028112,0.2282422631978988,0.0013661533824916,0.0490530841052532,1.873916630756867e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0653393417596817,0.0653393417596817,23.696504899990316,0.4684633671415394,0.4834702610969543,0.0016691547232396,0.0315575078129768,1.823794946176349e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21275,-1,0.1423707455396652,0.1423707455396652,16.931584814534833,0.4355028936764858,0.3103025257587433,0.0096186213202925,0.082772359251976,1.8935089940441685e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.1387967020273208,0.1387967020273208,17.15241706211209,0.4482824837887824,0.4346454441547394,0.0094984368587864,0.0697911754250526,2.0138459433383105e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21276,-1,0.0743571817874908,0.0743567571043968,22.573541575779927,0.6463602263379098,0.2887062430381775,0.0022129713040556,0.0559877231717109,3.018429595158523e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0712238401174545,0.0712238252162933,22.947492290612324,0.6800411523885385,0.2882952392101288,0.0016384685690382,0.0515153929591178,2.472878577464144e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
0,vqgan_refiner_nullblend,0.5,21277,-1,0.0518005937337875,0.0517839975655078,25.713305247632064,0.7442332140604554,0.1995939463376999,0.0018892023656442,0.0433288738131523,2.245566008696187e-07,dev,0.0626776069402694,0.016332749277353287,0.390625,0.8134765625,1.2647426128387451,1.0257312059402466,0.0634009850185539,0,vqae_refiner_nullblend,1.0,-1,0.0505144447088241,0.050502810627222,25.931688334528104,0.7581327353635561,0.3185143172740936,0.0018186116064141,0.0400040410459041,2.244272252482915e-07,dev,0.0343492329120636,0.006401202641427517,0.587890625,0.9501953125,0.7251724004745483,0.41226089000701904,0.1150414606238774,0,1.0,0.5
